"","receta","ingredientes"
"7575",867,"olive"
"7576",867,"cherry tomato"
"7577",867,"nonfat italian salad dressing"
"7578",867,"green onions"
"7579",867,"fettucine"
"7580",867,"parmesan cheese"
"7581",868,"eggs separated"
"7582",868,"sugar"
"7583",868,"margarine"
"7584",868,"salt"
"7585",868,"vanilla"
"7586",868,"flour sifted"
"7587",868,"flour coat berries"
"7588",868,"baking powder"
"7589",868,"milk"
"7590",868,"fresh blueberries"
"7591",868,"cinnamon sugar"
"7592",868,"topping"
"7593",869,"whites room temperature"
"7594",869,"sugar"
"7595",869,"walnuts"
"7596",870,"butter"
"7597",870,"firmly packed brown sugar"
"7598",870,"vanilla"
"7599",870,"purpose flour"
"7600",870,"baking powder"
"7601",870,"salt"
"7602",870,"raisins"
"7603",870,"walnuts"
"7604",871,""
"7605",871,"onion"
"7606",871,"garlic"
"7607",871,"carrot"
"7608",871,"cumin"
"7609",871,"turkey sausage"
"7610",871,"black beans"
"7611",871,"chicken broth"
"7612",871,"frozen"
"7613",871,"instant brown rice"
"7614",871,"water"
"7615",871,"lime juice"
"7616",871,"salsa"
"7617",872,"eggs"
"7618",872,"salt"
"7619",872,"black pepper"
"7620",872,"baking powder"
"7621",872,"flour"
"7622",872,"cheddar cheese"
"7623",872,"green chillies"
"7624",872,"bell pepper"
"7625",872,"onion"
"7626",872,"salsa"
"7627",872,"sour cream"
"7628",873,"chicken breast"
"7629",873,"green chilies"
"7630",873,"monterey jack cheese"
"7631",873,"bread crumbs"
"7632",873,"parmesan cheese"
"7633",873,"chili powder"
"7634",873,"salt"
"7635",873,"cumin"
"7636",873,"pepper"
"7637",873,"butter"
"7638",873,"tomato sauce"
"7639",873,"tomato sauce"
"7640",873,"cumin"
"7641",873,"green onions"
"7642",873,"salt pepper taste"
"7643",873,"pepper sauce taste"
"7644",874,"ears"
"7645",874,"semisweet chocolate"
"7646",874,"espresso"
"7647",874,"cinnamon"
"7648",874,"chile"
"7649",874,"hazelnuts"
"7650",874,"creme fraiche"
"7651",875,"hamburger"
"7652",875,"small onion"
"7653",875,"velveeta"
"7654",875,"monterey jack wjalapenos"
"7655",875,"stewed tomatoes"
"7656",875,"mushroom soup"
"7657",876,"sherry"
"7658",876,"onion"
"7659",876,"mushrooms"
"7660",876,"zucchini"
"7661",876,"bell peppers"
"7662",876,"basil"
"7663",876,"oregano"
"7664",876,"spinach leaves"
"7665",876,"cottage cheese"
"7666",876,"spaghetti sauce"
"7667",876,"salsa"
"7668",876,"lasagna noodles"
"7669",876,"mozzarella cheese"
"7670",877,"rice"
"7671",877,"vegetable"
"7672",877,"onion"
"7673",877,"tomatoe"
"7674",877,"cloves smashed garlic"
"7675",877,"cummin"
"7676",877,"chili powder"
"7677",877,"chicken stock"
"7678",878,"creamstyle"
"7679",878,"milk"
"7680",878,"melted butter"
"7681",878,"eggs"
"7682",878,"soda"
"7683",878,"salt"
"7684",878,"grated cheddar"
"7685",878,"onion"
"7686",879,"mushrooms"
"7687",879,"green onions"
"7688",879,"garlic clove"
"7689",879,"cumin"
"7690",879,"chili powder"
"7691",879,"tomato sauce"
"7692",879,"green chilies"
"7693",879,"jalapeno jack cheese"
"7694",879,"stuffing"
"7695",879,"salad"
"7696",880,"thick sausages"
"7697",880,"mild tomato salsa"
"7698",880,"tasty cheese"
"7699",880,"sour cream"
"7700",881,"butter"
"7701",881,"unsweetened"
"7702",881,"chocolate"
"7703",881,"salt"
"7704",881,"butter"
"7705",881,"vanilla"
"7706",881,"eggs"
"7707",881,"pecanswalnuts"
"7708",881,"sugar"
"7709",881,"purpose flour"
"7710",881,"baking powder"
"7711",882,"beef"
"7712",882,"spaghetti sauce"
"7713",882,"tomato sauce"
"7714",882,"dried parsley flakes"
"7715",882,"dried"
"7716",882,"creamed cottage cheese"
"7717",882,"grated parmesan cheese"
"7718",882,"dried parsley flakes"
"7719",882,"dried basil leaves"
"7720",882,"lasagne noodles"
"7721",882,"shredded mozzarella cheese"
"7722",882,"grated parmesan cheese"
"7723",883,"unbleached flour"
"7724",883,"sugar"
"7725",883,"baking powder"
"7726",883,"baking soda"
"7727",883,"butter"
"7728",883,"plain yogurt"
"7729",883,"eggs"
"7730",883,"vanilla extract"
"7731",883,"blueberries"
"7732",884,"milk chocolate"
"7733",884,"large yolks"
"7734",884,"almond extract"
"7735",884,"toasted slivered almonds"
"7736",884,"purpose flour"
"7737",884,"butter"
"7738",884,"orange zest"
"7739",884,"large whites"
"7740",884,"granulated sugar"
"7741",884,"milk chocolateorange cream"
"7742",884,"milk chocolate"
"7743",884,"heavy cream"
"7744",884,"orange liqueur"
"7745",884,"chunk semisweet chocolate"
"7746",884,"navel oranges"
"7747",884,"orange juice"
"7748",884,"honey"
"7749",884,"cornstarch"
"7750",884,"orange liqueur"
"7751",884,"milk chocolate"
"7752",884,"plus tablespoons heavy cream"
"7753",884,"corn syrup"
"7754",884,"almond liqueur"
"7755",885,"milk chocolate chips"
"7756",885,"squares unsweetened chocolate"
"7757",885,"butter"
"7758",885,"sugar"
"7759",885,"eggs"
"7760",885,"vanilla"
"7761",885,"flour peanut butter filling"
"7762",885,"peanut butter"
"7763",885,"cream cheese"
"7764",885,"sugar"
"7765",885,"flour"
"7766",885,"vanilla"
"7767",886,"beef"
"7768",886,"currants"
"7769",886,"raisins"
"7770",886,"citron"
"7771",886,"suet beef"
"7772",886,"candied lemon peel"
"7773",886,"apples"
"7774",886,"sultana raisins"
"7775",886,"sugar"
"7776",886,"nutmeg"
"7777",886,"cloves"
"7778",886,"cinnamon"
"7779",886,"mace"
"7780",886,"salt"
"7781",886,"lemons"
"7782",887,"peas"
"7783",887,"pasta"
"7784",887,"fresh tomatoes"
"7785",887,"olive"
"7786",887,"parmesan cheese"
"7787",887,"onion cloves garlic"
"7788",887,"celery"
"7789",887,"cubed carrots"
"7790",887,"cubed eggplant"
"7791",887,"green pepper"
"7792",887,"salt"
"7793",887,"black pepper"
"7794",887,"oregano"
"7795",887,"fresh parsley"
"7796",887,"basil"
"7797",887,"tomato puree"
"7798",887,"water"
"7799",887,"wine"
"7800",888,""
"7801",888,"onion"
"7802",888,"stalks celery"
"7803",888,"potatoes"
"7804",888,"parsley"
"7805",888,"carrot"
"7806",888,"canned white beans"
"7807",888,"marrow"
"7808",888,"tomatoes"
"7809",888,"rice"
"7810",888,"grated parmesan"
"7811",888,"stock"
"7812",888,"butter"
"7813",888,"salt pepper"
"7814",889,"sugar"
"7815",889,"syrup"
"7816",889,"butter"
"7817",889,"salt"
"7818",889,"eggs"
"7819",889,"pecans"
"7820",889,"vanilla extract"
"7821",889,"tart shells"
"7822",890,"shredded swiss cheese"
"7823",890,"shrimp"
"7824",890,"fresh chives"
"7825",890,"dried thyme"
"7826",890,"pastry shells"
"7827",890,"eggs"
"7828",890,"halfhalf"
"7829",890,"salt"
"7830",890,"pepper"
"7831",890,"nutmeg"
"7832",890,"sauce"
"7833",890,"butter"
"7834",890,"cream cheese"
"7835",890,"purpose flour"
"7836",890,"salt"
"7837",891,"butter"
"7838",891,"sugar"
"7839",891,"milk"
"7840",891,"flour"
"7841",891,"baking soda"
"7842",891,"lemon rind"
"7843",891,"mint leaves"
"7844",892,"eggplants"
"7845",892,"salt"
"7846",892,"olive"
"7847",892,"juice lemon"
"7848",892,"freshly mint"
"7849",892,"cumin"
"7850",892,"garlic clove"
"7851",892,"black pepper"
"7852",892,"yogurt"
"7853",892,"freshly mint"
"7854",892,"cumin"
"7855",893,""
"7856",893,"vinegar"
"7857",893,"garlic"
"7858",893,"sugar"
"7859",893,"chili powder"
"7860",893,"mustard"
"7861",893,"paprika"
"7862",893,"cumin"
"7863",894,"peaches"
"7864",894,"pears"
"7865",894,"seedless green grapes"
"7866",894,"maraschino cherries"
"7867",894,"sugar"
"7868",894,"water"
"7869",895,"zucchini"
"7870",895,"onion"
"7871",895,"turkeyham"
"7872",895,"margarine"
"7873",895,"canned kidney beans"
"7874",895,"dried"
"7875",895,"pepper"
"7876",895,"water"
"7877",895,"cream wheat cereal"
"7878",895,"eggs"
"7879",895,"milk"
"7880",895,"wheat bread"
"7881",895,"reducedfat shredded cheddar cheese"
"7882",895,"stewed tomatoes"
"7883",896,"bread flour"
"7884",896,"wheat flour"
"7885",896,"gluten"
"7886",896,"water"
"7887",896,"buttermilk powder"
"7888",896,"star active yeast"
"7889",896,"molasses"
"7890",896,"salt"
"7891",896,"butter"
"7892",896,"grapenuts"
"7893",897,"green onions"
"7894",897,"sauce"
"7895",897,"burgundy"
"7896",897,"molasses"
"7897",897,"vegetable"
"7898",897,"cumin"
"7899",897,"pepper"
"7900",897,"chicken breast"
"7901",898,"marshmallow creme"
"7902",898,"heavy whipping cream"
"7903",898,"cream cheese"
"7904",898,"fresh cranberries"
"7905",898,"water"
"7906",898,"raspberry jello"
"7907",898,"granulated sugar"
"7908",898,"tokay grapes"
"7909",898,"celery"
"7910",898,"canned pineapple"
"7911",899,"boiling water"
"7912",899,"lemon flav"
"7913",899,"mandarin"
"7914",899,"pineapple tidbits"
"7915",899,"apple"
"7916",899,"banana"
"7917",899,"nuts"
"7918",900,"beef flank steak"
"7919",900,"boiling water"
"7920",900,"lemon juice"
"7921",900,"clove garlic"
"7922",900,"onion"
"7923",900,"leaves"
"7924",900,"paprika"
"7925",900,"allspice"
"7926",900,"sugar"
"7927",900,"potatoes"
"7928",900,"carrots"
"7929",900,"small white onions"
"7930",900,"flour"
"7931",900,"water"
"7932",901,"great"
"7933",901,"salt"
"7934",901,"bacon"
"7935",901,"packed brown sugar"
"7936",901,"molasses"
"7937",901,"onions"
"7938",902,"paste"
"7939",902,"flour"
"7940",902,"water"
"7941",902,"main base"
"7942",902,"butter"
"7943",902,"sugar"
"7944",902,"vanilla"
"7945",903,"bags"
"7946",903,"sugar"
"7947",903,"water"
"7948",904,"bread crumbs"
"7949",904,"parmesan cheese grated"
"7950",904,"basil"
"7951",904,"pepper"
"7952",904,"eggs"
"7953",904,"cloves garlic"
"7954",904,"tomato sauce"
"7955",904,"beef"
"7956",904,"potato peeled"
"7957",904,"evap"
"7958",904,"salt pepper"
"7959",905,"dough"
"7960",905,"butter"
"7961",905,"milk"
"7962",905,"sugar"
"7963",905,"salt"
"7964",905,"envelopes active yeast"
"7965",905,"warm water"
"7966",905,"eggs"
"7967",905,"flour"
"7968",905,"filling"
"7969",905,"firmly packed brown sugar"
"7970",905,"butter"
"7971",905,"cinnamon"
"7972",905,"frosting"
"7973",905,"cream cheese"
"7974",905,"whipping cream"
"7975",905,"vanilla"
"7976",905,"cups confectioners sugar"
"7977",906,"margarine"
"7978",906,"sugar"
"7979",906,"vanilla extract"
"7980",906,"purpose flour"
"7981",906,"baking soda"
"7982",906,"publix toasted oats cereal"
"7983",906,"candy coated chocolate pieces"
"7984",907,"fresh parsley"
"7985",907,"fresh cilantro"
"7986",907,"clove garlic"
"7987",907,"lemon juice"
"7988",907,"peanut"
"7989",907,"tomato paste"
"7990",907,"chill powder"
"7991",907,"cumin"
"7992",907,"paprika"
"7993",907,"cayenne"
"7994",907,"carrots"
"7995",908,"cayenne pepper"
"7996",908,"cumin"
"7997",908,"cloves garlic peeled"
"7998",908,"salt"
"7999",908,"olive"
"8000",909,"dried black beans"
"8001",909,"onion"
"8002",909,"cloves garlic"
"8003",909,"leaves"
"8004",909,"green bell pepper"
"8005",909,"cumin"
"8006",909,"dried"
"8007",909,"strips bacon"
"8008",909,"olive"
"8009",909,"onion"
"8010",909,"cloves garlic"
"8011",909,"green bell pepper"
"8012",909,"scallions"
"8013",909,"white wine"
"8014",909,"wine vinegar"
"8015",909,"sugar"
"8016",909,"salt freshly black pepper"
"8017",909,"rice"
"8018",909,"scallions"
"8019",910,"dicaffeinated"
"8020",910,"coffee instant"
"8021",910,"sugar"
"8022",910,"dark"
"8023",911,"buttermilk"
"8024",911,"vanilla cream"
"8025",911,"pineapple juice"
"8026",911,"brown sugar"
"8027",911,"milk"
"8028",912,"mung dahl"
"8029",912,"garlic cloves"
"8030",912,"fresh ginger"
"8031",912,"cilantro"
"8032",912,"tumeric"
"8033",912,"cayenne"
"8034",912,"salt"
"8035",912,"lemon juice"
"8036",912,"ghee"
"8037",912,"asafetida"
"8038",912,"cumin seeds"
"8039",912,"lemon wedges"
"8040",913,"dried"
"8041",913,"boiling water"
"8042",913,"sundried tomatoes"
"8043",913,"fresh rosemary"
"8044",913,"dried"
"8045",913,"garlic cloves"
"8046",913,"parsley"
"8047",913,"onion"
"8048",913,"white wine"
"8049",913,"onion"
"8050",913,"fresh mushrooms"
"8051",913,"irregular"
"8052",913,"pieces"
"8053",913,"salt"
"8054",913,"freshly pepper"
"8055",913,"ounces pasta"
"8056",914,"olive"
"8057",914,"nonfat vegetarian broth"
"8058",914,"mushrooms"
"8059",914,"crimini mushrooms"
"8060",914,"cloves garlic"
"8061",914,"tomato"
"8062",914,"fresh mint"
"8063",914,"salt pepper"
"8064",915,"crust"
"8065",915,"strawberries"
"8066",915,"sugar"
"8067",915,"water"
"8068",915,"cool whip liteâ®"
"8069",916,"dried pineapple"
"8070",916,"golden raisins"
"8071",916,"dried figs"
"8072",916,"dried figs"
"8073",916,"dates"
"8074",916,"dried apricots"
"8075",916,"orange peel"
"8076",916,"dark"
"8077",916,"apple juice"
"8078",916,"wheat flour"
"8079",916,"baking powder"
"8080",916,"allspice"
"8081",916,"nutmeg"
"8082",916,"beatersâ® substitute"
"8083",916,"vanilla extract"
"8084",916,"almond extract"
"8085",916,"maple syrup"
"8086",916,"blanched almonds"
"8087",917,"almonds"
"8088",917,"ichiban noodles"
"8089",917,"margarine"
"8090",917,"white sugar"
"8091",917,"vinegar"
"8092",917,"soya sauce"
"8093",917,"salt"
"8094",917,"beef flavour packets noodles"
"8095",917,"head suey choy"
"8096",917,"green onions"
"8097",918,"head lettuce"
"8098",918,"seedless grapes"
"8099",918,"nasturtium leaves"
"8100",918,"nasturtium blossoms"
"8101",918,"salad"
"8102",918,"white wine vinegar"
"8103",918,"dijon mustard"
"8104",918,"black pepper"
"8105",919,"yeast"
"8106",919,"sugar"
"8107",919,"warm water"
"8108",919,"purpose flour"
"8109",919,"wheat flour"
"8110",919,"white"
"8111",919,"flour"
"8112",919,"salt"
"8113",919,"vegetable cooking spray"
"8114",920,"refrigerated crust"
"8115",920,"rhubarb"
"8116",920,"blueberries"
"8117",920,"sugar"
"8118",920,"flour"
"8119",920,"nutmeg"
"8120",920,"salt"
"8121",921,"small potatoes"
"8122",921,"salt"
"8123",921,"dried tomato"
"8124",921,"boiling water"
"8125",921,"olive"
"8126",921,"celery"
"8127",921,"celery leaves"
"8128",921,"green onions"
"8129",921,"snipped fresh dill"
"8130",921,"dried dillweed"
"8131",921,"reduced sour cream"
"8132",921,"lowfat plain yogurt"
"8133",921,"white"
"8134",921,"pepper"
"8135",922,"snackwells graham snacks"
"8136",922,"powdered sugar"
"8137",922,"powdered sugar"
"8138",922,"sweet"
"8139",922,"nestles quik"
"8140",922,"liquid butter buds"
"8141",922,"nonfat vanilla frozen yogurt"
"8142",922,"nonfat fudge topping"
"8143",922,"dream whip"
"8144",922,"skim milk"
"8145",922,"vanilla"
"8146",922,"grape nuts cereal"
"8147",923,"boboli inch bread crust"
"8148",923,"refried black beans"
"8149",923,"white cheese"
"8150",923,"yellow cheese"
"8151",923,"tomato sauce"
"8152",923,"chiles fresh habs"
"8153",923,"chiles fresh jalapenos"
"8154",923,"tomatoes"
"8155",923,"green peppers"
"8156",923,"onions"
"8157",923,"mushrooms"
"8158",923,"pineapple"
"8159",923,"olives"
"8160",924,"together cook minute"
"8161",924,"margarine"
"8162",924,"sugar"
"8163",924,"cocoa"
"8164",924,"milk"
"8165",924,"peanut butter"
"8166",924,"oatmeal"
"8167",925,"rolled oats"
"8168",925,"coconut"
"8169",925,"walnuts"
"8170",925,"cocoa"
"8171",925,"evap"
"8172",925,"butter"
"8173",925,"sugar"
"8174",925,"sugar"
"8175",925,"vanilla"
"8176",926,"honey skippy creamy"
"8177",926,"graham cracker crumbs"
"8178",926,"confectioners sugar"
"8179",926,"karo"
"8180",926,"semisweet chocolate chips"
"8181",927,"stella"
"8182",927,"vanilla pudding"
"8183",927,"dark sweet chocolate pudding"
"8184",927,"bottle flav"
"8185",927,"cool whip"
"8186",927,"slivered almonds"
"8187",927,"maraschino cherries"
"8188",927,"milk"
"8189",928,"lean beef"
"8190",928,"salt"
"8191",928,"cayenne pepper"
"8192",928,"spaghetti saucecan"
"8193",928,"stewed tomatoes"
"8194",928,"frozen spinach"
"8195",928,"ricotta cheese"
"8196",928,"grated parmesan cheese"
"8197",928,"lasagna noodles"
"8198",928,"shredded mozzarella cheese"
"8199",929,"vegetable"
"8200",929,"onion"
"8201",929,"salt tomato sauce"
"8202",929,"molasses"
"8203",929,"vinegar"
"8204",929,"dijon mustard"
"8205",929,"fresh lemon juice"
"8206",929,"liquid smoke"
"8207",929,"garlic powder"
"8208",929,"cayenne pepper"
"8209",929,"tabasco"
"8210",929,"allspice"
"8211",930,"nonfat milk"
"8212",930,"instant nonfat milk solids"
"8213",930,"honey"
"8214",930,"vanilla"
"8215",931,""
"8216",931,"inch cubes"
"8217",931,"onions"
"8218",931,"tomatoes"
"8219",931,"garlic"
"8220",931,"salt"
"8221",931,"fresh chili"
"8222",931,"pepper"
"8223",931,"lemon juice"
"8224",931,"sugar"
"8225",931,"water"
"8226",931,"flat noodles"
"8227",931,"shredded cheddar cheese"
"8228",932,"noodles"
"8229",932,"eggs"
"8230",932,"onion"
"8231",932,"yogurt"
"8232",932,"mushrooms"
"8233",933,"potatoes"
"8234",933,"sweet onion"
"8235",933,"whites"
"8236",933,"salt"
"8237",933,"matzo meal"
"8238",933,"wheat flour"
"8239",934,"nutter butter peanut butter sandwich cookies"
"8240",934,"butter"
"8241",934,"chocolate chips"
"8242",935,"walnuts"
"8243",935,"pine nuts"
"8244",935,"cloves garlic"
"8245",935,"water"
"8246",935,"ricotta cheese"
"8247",935,"parsley"
"8248",935,"marj"
"8249",935,"olive"
"8250",935,"salt pepper"
"8251",935,"fettucine"
"8252",935,"butter"
"8253",935,"parmesan cheese"
"8254",936,"brown sugar"
"8255",936,"lard"
"8256",936,"rolled oats"
"8257",936,"flour"
"8258",936,"raisins"
"8259",936,"milk"
"8260",936,"eggs"
"8261",936,"baking soda"
"8262",936,"nutmeg"
"8263",937,"butter"
"8264",937,"sugar"
"8265",937,"brown sugar"
"8266",937,"jello instant vanilla pudding"
"8267",937,"eggs"
"8268",937,"flour"
"8269",937,"baking soda"
"8270",937,"quickcooking oats"
"8271",937,"raisins"
"8272",938,"sifted flour"
"8273",938,"quaker oats oatmeal"
"8274",938,"brown sugar"
"8275",938,"land lakes butter"
"8276",938,"cinnamon"
"8277",938,"rhubarb"
"8278",938,"sugar"
"8279",938,"water"
"8280",938,"vanilla"
"8281",939,"pineapple"
"8282",939,"scallions"
"8283",939,"garlic cloves"
"8284",939,"ginger"
"8285",939,"pepper"
"8286",939,"okra"
"8287",939,"sauce"
"8288",939,"sherry"
"8289",939,"vinegar"
"8290",940,"beef shoulder"
"8291",940,"apple"
"8292",940,"tart cooking apples pared"
"8293",940,"plus"
"8294",940,"sugar"
"8295",940,"dried currants"
"8296",940,"dark raisins"
"8297",940,"mixed candied"
"8298",940,"stick butter"
"8299",940,"sour cherry preserves"
"8300",940,"ginger"
"8301",940,"cloves"
"8302",940,"grated nutmeg"
"8303",940,"cinnamon"
"8304",940,"salt"
"8305",940,"sour cherries packed water"
"8306",941,"flour"
"8307",941,"baking powder"
"8308",941,"baking soda"
"8309",941,"butter"
"8310",941,"sugar"
"8311",941,"vanilla"
"8312",941,"milk"
"8313",942,"roast rump"
"8314",942,"envelope lipton secrets onion soup"
"8315",943,""
"8316",943,"sugar"
"8317",943,"vanilla"
"8318",943,"purpose flour"
"8319",943,"baking powder"
"8320",943,"salt"
"8321",943,"water"
"8322",943,"cream cheese"
"8323",943,"sugar"
"8324",943,"eggs"
"8325",943,"purpose flour"
"8326",943,"vanilla"
"8327",943,"sour cream"
"8328",943,"peach liqueur"
"8329",943,"peach schnapps"
"8330",943,"reserved peach juice canned peaches"
"8331",943,"canned"
"8332",943,"whipping cream"
"8333",944,"warm water"
"8334",944,"warm beer"
"8335",944,"yeast"
"8336",944,"olive"
"8337",944,"fennel seeds"
"8338",944,"salt"
"8339",944,"flour"
"8340",944,"water"
"8341",945,"activedry yeast"
"8342",945,"warm water"
"8343",945,"buttermilk"
"8344",945,"sugar"
"8345",945,"melted"
"8346",945,"salt"
"8347",945,"enriched purpose flour"
"8348",945,"baking soda"
"8349",945,"butter"
"8350",946,"beef"
"8351",946,"onions"
"8352",946,"tomatoes"
"8353",946,"green pepper"
"8354",946,"water"
"8355",946,"mushroom stemspieces"
"8356",946,"salt"
"8357",946,"sugar"
"8358",946,"chili powder"
"8359",946,"thin spaghetti"
"8360",946,"shredded cheddar cheese"
"8361",947,"butter"
"8362",947,"milk"
"8363",947,"sugar"
"8364",947,"baking powder"
"8365",947,"flour"
"8366",947,"eggs"
"8367",947,"salt"
"8368",947,"vanilla flav"
"8369",952,"oatmeal"
"8370",952,"wheat flour"
"8371",952,"celery"
"8372",952,"parsley"
"8373",952,"whatever herbs like"
"8374",952,"lipton secrets beefy onion"
"8375",952,"catsup"
"8376",952,"enough water make slightly softer meatloaf mixture"
"8377",948,"onions"
"8378",948,"sugar"
"8379",948,"frozen green beans"
"8380",948,"bacon"
"8381",948,"white vinegar"
"8382",948,"salt"
"8383",948,"cayenne pepper"
"8384",949,"plain yogurt"
"8385",949,"onion"
"8386",949,"salt"
"8387",949,"tomato"
"8388",949,"chat masala"
"8389",949,"black pepper"
"8390",949,"milk"
"8391",950,"onions"
"8392",950,"butter"
"8393",950,"mushrooms"
"8394",950,"paprika"
"8395",950,"plain croutons"
"8396",950,"shredded carraway seed cheese"
"8397",950,"shredded mild cheddar cheese"
"8398",950,"grated parmesan cheese"
"8399",950,"cream chickem soup"
"8400",951,"durum semolina"
"8401",951,"onion powder"
"8402",951,"dill weed"
"8403",951,"mustard"
"8404",951,"water"
"8405",951,"durum semolina"
"8406",951,"onion powder"
"8407",951,"dill weed"
"8408",951,"mustard"
"8409",951,"vegetabe"
"8410",951,"optional water"
"8411",953,"frozen"
"8412",953,"milk"
"8413",953,"water"
"8414",953,"sugar"
"8415",953,"vanilla extract"
"8416",953,"cubes"
"8417",954,"frozen"
"8418",954,"baby carrots"
"8419",954,"brown sugar"
"8420",954,"butter substitute"
"8421",954,"ginger"
"8422",954,"salt"
"8423",954,"black pepper"
"8424",954,"unsweetened"
"8425",954,"seedless grapes halved"
"8426",955,"files long"
"8427",955,"tulsa"
"8428",955,"orange juice"
"8429",955,"brown sugar"
"8430",955,"margarine"
"8431",955,"ginger"
"8432",955,"salt"
"8433",955,"pepper"
"8434",955,"beets"
"8435",955,"golden raisins"
"8436",955,"strips"
"8437",956,"instant powder"
"8438",956,"sugar"
"8439",956,"unsweetened"
"8440",956,"nutmeg"
"8441",957,""
"8442",957,"vegetable"
"8443",957,"mandarin"
"8444",957,"cloves"
"8445",957,"pepper"
"8446",958,"water"
"8447",958,"margarine"
"8448",958,"bread flour"
"8449",958,"wheat germ"
"8450",958,"milk"
"8451",958,"sugar"
"8452",958,"salt"
"8453",958,"grated orange peel"
"8454",958,"bread machine yeast"
"8455",959,"veal knuckles"
"8456",959,"flour"
"8457",959,"salt"
"8458",959,"freshly black pepper"
"8459",959,"oregano"
"8460",959,"parsley"
"8461",959,"grated lemon rind"
"8462",959,"cloves garlic"
"8463",959,"carrots"
"8464",959,"stalks celery"
"8465",959,"tomato paste"
"8466",959,"white wine"
"8467",960,"purpose flour"
"8468",960,"salt freshly pepp"
"8469",960,"olive"
"8470",960,"butter"
"8471",960,"onions"
"8472",960,"cloves garlic"
"8473",960,"dried basil"
"8474",960,"oregano"
"8475",960,"plum tomatoes"
"8476",960,"white wine"
"8477",960,"beef stock"
"8478",960,"fresh parsley"
"8479",960,"grated zest lemons"
"8480",961,"yeast"
"8481",961,"warm water"
"8482",961,"sugar"
"8483",961,"warm water"
"8484",961,"dark molasses"
"8485",961,"salt"
"8486",961,"flour"
"8487",961,"purpose flour"
"8488",964,"scallops"
"8489",964,"buttermilk"
"8490",964,"plus seasoned dried bread crumbs"
"8491",964,"thyme"
"8492",962,"butter"
"8493",962,"flour"
"8494",962,"sugar"
"8495",962,"baking powder"
"8496",962,"salt"
"8497",962,"milk"
"8498",963,"bread crumbs"
"8499",963,"freshly grated parmesan cheese"
"8500",963,"sesame seeds"
"8501",963,"dried"
"8502",963,"cayenned pepper"
"8503",963,"chicken wings"
"8504",963,"butter"
"8505",965,"purpose potatoes"
"8506",965,"olive"
"8507",965,"salt"
"8508",965,"paprika"
"8509",965,"freshly black pepper taste"
"8510",966,"baking potatoes"
"8511",966,"vegetable"
"8512",966,"dried thyme"
"8513",966,"dried"
"8514",967,"brown rice"
"8515",967,"water"
"8516",967,"asparagus"
"8517",967,"mushrooms"
"8518",967,"onion"
"8519",967,"cashews"
"8520",967,"eggs"
"8521",967,"cloves garlic"
"8522",967,"black pepper"
"8523",967,"marj"
"8524",967,"grated mozzarella cheese"
"8525",968,"garlic"
"8526",968,"serrano chiles"
"8527",968,"fish sauce"
"8528",968,"lime juice"
"8529",968,"spinach leaves"
"8530",968,"basil"
"8531",968,"butter"
"8532",968,"dozen freshly shucked oysters"
"8533",968,"salt"
"8534",968,"pepper"
"8535",968,"bread crumbs"
"8536",969,"snowpeas"
"8537",969,"water"
"8538",969,"vegetable"
"8539",969,"garlic"
"8540",969,"fresh ginger"
"8541",969,"pepper"
"8542",969,"shrimp"
"8543",969,"unsweetened coconut milk"
"8544",969,"salt"
"8545",969,"grated lime peel"
"8546",969,"lime slices"
"8547",970,"rice vermicelli"
"8548",970,"cloves garlic"
"8549",970,"shallots"
"8550",970,"dried shrimp"
"8551",970,"fish sauce"
"8552",970,"palm sugar"
"8553",970,"tamarind juice"
"8554",971,"frying chicken"
"8555",971,"carrots sticks"
"8556",971,"onions eighths"
"8557",971,"chicken broth"
"8558",971,"clove garlic"
"8559",971,"pimiento"
"8560",971,"salt"
"8561",971,"saffron powder"
"8562",971,"rice"
"8563",971,"shrimp shelled"
"8564",971,"clams shells"
"8565",972,"flank steak"
"8566",972,"kosher salt"
"8567",972,"salsa"
"8568",972,"fresh lime juice"
"8569",972,"lovely mixed greens lightly dressed vinaigrette"
"8570",972,"cilantro"
"8571",972,"bell pepper inch dice"
"8572",973,"stick butter"
"8573",973,"sugar"
"8574",973,"grated cheese"
"8575",973,"mustard"
"8576",973,"rectangular dinner rolls"
"8577",974,"duck breasts"
"8578",974,"emerils essence"
"8579",974,"olive"
"8580",974,"foie gras bread pudding"
"8581",975,"large"
"8582",975,"olive"
"8583",975,"water"
"8584",976,"serrano chiles"
"8585",976,"habaneros"
"8586",976,"juice limes"
"8587",976,"olive"
"8588",976,"fresh cilantro"
"8589",976,"garlic clove"
"8590",976,"firm mango"
"8591",976,"papaya"
"8592",977,"eggplant"
"8593",977,"olive"
"8594",977,"onion"
"8595",977,"lamb"
"8596",977,"tomato puree"
"8597",977,"parsley"
"8598",977,"garlic"
"8599",977,"black pepper"
"8600",977,"salt"
"8601",977,"kefalotiri"
"8602",977,"milk"
"8603",977,"butter"
"8604",977,"flour"
"8605",977,"salt"
"8606",978,"pappardelle"
"8607",978,"pappardelle"
"8608",978,"salt"
"8609",978,"cheese"
"8610",979,"butter"
"8611",979,"salt"
"8612",979,"pepper"
"8613",979,"garlic"
"8614",979,"vegetable stock"
"8615",979,"white wine"
"8616",979,"paprika"
"8617",979,"bell pepper"
"8618",979,"creme fraiche"
"8619",980,"purpose flour"
"8620",980,"onions"
"8621",980,"margarine"
